Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-02,151.28912308572728,153.14712365624922,150.86035596005522,153.0423126220703,22622100,0.0,0.0
2020-01-03,150.8508226765117,152.4039130274651,150.603079591406,151.13665771484375,21116200,0.0,0.0
2020-01-06,149.66929777937992,151.59400249956286,149.12618220164595,151.5272979736328,20813700,0.0,0.0
2020-01-07,151.8036372690105,152.13711630992103,149.89799290182077,150.14572143554688,21634100,0.0,0.0
2020-01-08,151.43201531179338,153.21380259511494,150.4982536880769,152.53729248046875,27746500,0.0,0.0
2020-01-09,154.2047570722111,154.5668341975591,153.432973337792,154.44296264648438,21385000,0.0,0.0
2020-01-10,155.13850446552647,155.51962749773685,153.57586223229333,153.7283172607422,20725900,0.0,0.0
2020-01-13,154.12853399859168,155.6054115095555,153.65212283627528,155.5768280029297,21626500,0.0,0.0
2020-01-14,155.68166068105373,155.88175979416434,154.090448922397,154.48110961914062,23477400,0.0,0.0
2020-01-15,154.94792828742086,156.20566046275715,154.9002988126162,155.48150634765625,21417900,0.0,0.0
2020-01-16,156.59634588243543,158.39717939109113,156.29143577737156,158.33047485351562,23865400,0.0,0.0
2020-01-17,159.52149406039632,159.56913807909913,157.62537261176516,159.2165985107422,34371700,0.0,0.0
2020-01-21,158.81639847951428,160.25516931694727,158.57819292777114,158.6448974609375,29517200,0.0,0.0
2020-01-22,159.50239333208037,159.58815835968804,157.86353836649482,157.88259887695312,24138800,0.0,0.0
2020-01-23,158.34954329861904,158.93076549395,157.472948511039,158.8545379638672,19680800,0.0,0.0
2020-01-24,159.60722542232784,159.62628593530488,156.69159211003426,157.25375366210938,24918100,0.0,0.0
2020-01-27,153.54732943454948,155.6721339305418,152.64215102996783,154.6240234375,32078100,0.0,0.0
2020-01-28,156.05319728680965,157.93978091240282,155.376701759657,157.65394592285156,24899900,0.0,0.0
2020-01-29,159.92168211112687,160.78875384341436,157.87312009994662,160.11224365234375,34754500,0.0,0.0
2020-01-30,165.83868921063896,165.83868921063896,162.73247986352183,164.62860107421875,51597500,0.0,0.0
2020-01-31,164.08549649844846,164.26652048063715,161.57956978010938,162.1988983154297,36142700,0.0,0.0
2020-02-03,162.38947794663974,166.26747121673395,162.36089444421407,166.15313720703125,30107000,0.0,0.0
2020-02-04,168.78293863810697,172.11781662878568,167.9920943985049,171.62234497070312,36433300,0.0,0.0
2020-02-05,175.34786472595192,175.50984275197817,169.9930087236382,171.41270446777344,39186300,0.0,0.0
2020-02-06,172.43224047240506,175.14778964892244,171.56516875202502,174.9667510986328,27751400,0.0,0.0
2020-02-07,174.22350330942655,176.87234722716116,173.8709492935028,175.2144317626953,33529100,0.0,0.0
2020-02-10,174.9191459052963,179.93098672360622,174.60471275430203,179.79759216308594,35844300,0.0,0.0
2020-02-11,181.6555587654134,181.70320278638292,174.84288539527742,175.73854064941406,53159900,0.0,0.0
2020-02-12,176.82476986701107,177.0820359671832,173.27074664457643,175.99581909179688,47062900,0.0,0.0
2020-02-13,174.44270133175792,177.44408563908578,174.24260225977625,175.04298400878906,35295800,0.0,0.0
2020-02-14,174.60465849538713,176.6627578229254,174.03295939143354,176.6055908203125,23149500,0.0,0.0
2020-02-18,176.8532987978599,178.84469336504893,176.74848779227574,178.39686584472656,27792200,0.0,0.0
2020-02-19,179.67717593860445,179.7918222433081,178.15805408678213,178.93194580078125,29997500,0.51,0.0
2020-02-20,178.61664037983618,178.90327069854922,173.0274147687379,176.1994171142578,36862400,0.0,0.0
2020-02-21,175.0051344424587,175.32042633189093,169.3490221652734,170.62928771972656,48572600,0.0,0.0
2020-02-24,160.29158667444042,166.76936419311608,155.95395089540563,163.2725067138672,68311100,0.0,0.0
2020-02-25,166.4349751443764,167.0464463520378,160.17694061961805,160.57823181152344,68073300,0.0,0.0
2020-02-26,162.14516846559172,165.53691524521565,160.71203109551047,162.58465576171875,56206100,0.0,0.0
2020-02-27,156.0399396074832,159.5845564127313,150.93796159082171,151.12904357910156,93174900,0.0,0.0
2020-02-28,145.61629161864823,156.4125943556021,145.2245639669726,154.78836059570312,97012700,0.0,0.0
2020-03-02,157.94127142356453,165.21205473784656,155.07499702232786,165.0878448486328,71030800,0.0,0.0
2020-03-03,166.0527655672973,167.19927194490995,155.02715969901746,157.17686462402344,71677000,0.0,0.0
2020-03-04,160.97950515816524,163.09098547891745,158.23742648844703,162.9476776123047,49814400,0.0,0.0
2020-03-05,158.6482648849077,163.25340408325562,158.30431143028486,158.85845947265625,47817300,0.0,0.0
2020-03-06,155.36161626378117,155.8393286298123,149.046258201705,154.36798095703125,72821100,0.0,0.0
