Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2016-01-04,32.81449890136719,32.88600158691406,31.375499725341797,31.84950065612793,186290000,0.0,0.0
2016-01-05,32.34299850463867,32.34550094604492,31.38249969482422,31.68950080871582,116452000,0.0,0.0
2016-01-06,31.100000381469727,31.989500045776367,31.01549911499023,31.63249969482422,106584000,0.0,0.0
2016-01-07,31.09000015258789,31.5,30.260499954223633,30.39699935913086,141498000,0.0,0.0
2016-01-08,30.982999801635746,31.207000732421875,30.299999237060547,30.352500915527344,110258000,0.0,0.0
2016-01-11,30.624000549316406,30.99250030517578,29.92849922180176,30.886999130249023,97832000,0.0,0.0
2016-01-12,31.262500762939453,31.29949951171875,30.61199951171875,30.894500732421875,94482000,0.0,0.0
2016-01-13,31.04400062561035,31.04400062561035,28.95800018310547,29.090499877929688,153104000,0.0,0.0
2016-01-14,29.012500762939453,30.112499237060547,28.493999481201172,29.649999618530273,144760000,0.0,0.0
2016-01-15,28.61199951171875,29.231000900268555,28.26499938964844,28.50900077819824,155690000,0.0,0.0
2016-01-19,28.85449981689453,29.200000762939453,28.322500228881836,28.724000930786133,96144000,0.0,0.0
2016-01-20,28.218000411987305,28.92250061035156,27.358999252319336,28.588499069213867,159328000,0.0,0.0
2016-01-21,28.679000854492188,29.440500259399418,28.410999298095703,28.750999450683594,99044000,0.0,0.0
2016-01-22,29.436500549316406,30.0049991607666,29.20549964904785,29.819000244140625,102402000,0.0,0.0
2016-01-25,29.899499893188477,30.424999237060547,29.72800064086914,29.826499938964844,87922000,0.0,0.0
2016-01-26,30.17250061035156,30.225000381469727,29.518999099731445,30.0625,75314000,0.0,0.0
2016-01-27,30.09950065612793,30.16950035095215,28.93899917602539,29.167499542236328,103058000,0.0,0.0
2016-01-28,30.418500900268555,31.902999877929688,29.877500534057617,31.767499923706055,280304000,0.0,0.0
2016-01-29,28.599000930786133,29.649999618530273,28.5,29.350000381469727,293552000,0.0,0.0
2016-02-01,28.907499313354492,29.09000015258789,28.51549911499023,28.74049949645996,127102000,0.0,0.0
2016-02-02,28.5,28.57799911499023,27.504499435424805,27.604999542236328,126240000,0.0,0.0
2016-02-03,27.674999237060547,27.799999237060547,26.094999313354492,26.55349922180176,200974000,0.0,0.0
2016-02-04,26.25,26.949499130249023,25.961000442504883,26.812999725341797,123982000,0.0,0.0
2016-02-05,26.464000701904297,26.47249984741211,24.95949935913086,25.10650062561035,194178000,0.0,0.0
2016-02-08,24.32349967956543,24.674999237060547,23.760499954223633,24.405000686645508,196510000,0.0,0.0
2016-02-09,23.90049934387207,24.91900062561035,23.700000762939453,24.103500366210938,141558000,0.0,0.0
2016-02-10,24.58799934387207,25.232999801635746,24.299999237060547,24.52400016784668,135724000,0.0,0.0
2016-02-11,24.558500289916992,25.46500015258789,24.200000762939453,25.19099998474121,147948000,0.0,0.0
2016-02-12,25.53499984741211,25.837499618530273,25.074499130249023,25.354000091552734,107696000,0.0,0.0
2016-02-16,25.974000930786133,26.22249984741211,25.58300018310547,26.05500030517578,102370000,0.0,0.0
2016-02-17,26.437000274658203,26.874000549316406,25.969499588012695,26.704999923706055,96480000,0.0,0.0
2016-02-18,27.059499740600582,27.059999465942383,26.186500549316406,26.25,94700000,0.0,0.0
2016-02-19,26.035499572753903,26.79750061035156,25.767499923706055,26.7450008392334,99494000,0.0,0.0
2016-02-22,27.11000061035156,28.032499313354492,27.054000854492188,27.975000381469727,111332000,0.0,0.0
2016-02-23,27.77750015258789,27.84550094604492,27.26650047302246,27.64699935913086,81016000,0.0,0.0
2016-02-24,27.287500381469727,27.713499069213867,26.657499313354492,27.70199966430664,124634000,0.0,0.0
2016-02-25,27.775999069213867,27.969499588012695,27.26449966430664,27.75749969482422,90510000,0.0,0.0
2016-02-26,28.006000518798828,28.125,27.65850067138672,27.761499404907227,97540000,0.0,0.0
2016-02-29,27.700000762939453,28.24049949645996,27.625499725341797,27.625999450683594,82908000,0.0,0.0
2016-03-01,27.81450080871582,28.962499618530273,27.799999237060547,28.95199966430664,100770000,0.0,0.0
2016-03-02,29.087499618530273,29.25,28.684999465942383,29.010499954223633,91644000,0.0,0.0
2016-03-03,28.89800071716309,28.993499755859375,28.655500411987305,28.874500274658203,54826000,0.0,0.0
2016-03-04,29.05349922180176,29.06999969482422,28.55349922180176,28.756999969482425,68330000,0.0,0.0
2016-03-07,28.677000045776367,28.681499481201172,27.77750015258789,28.13999938964844,98538000,0.0,0.0
